183	Jabra Extreme Noise Cancellation Headphones Inbox	 Jabra Extreme Noise Cancellation Headphones InBox Model:Jabra  Serial Number: 61582200298 (not noted by photographer)   Function Tested?: Item does not appear to have been tested for functionality  Condition: Item appears to be in good used condition. Item appears to be in the original box. Item appears to be in the original packaging. Item appears to have been made in China.  Length: 4 in  Width: 2 in  Height:  8 in    QC/PHOTO: KC/NA/LP   ***Condition Disclaimer*** This is a USED item donated to Goodwill of Central and Southern Indiana.    Please see images for further detail and ask any questions you may have before making a bid.       Note: Any testing of electronics for power and/or functionality will be mentioned within the listing above ONLY if applicable. In some instances we may not have the necessary equipment to test certain electronics therefore these will be auctioned off AS-IS with no refunds. All measurements are approximate. Please read and understand the description before bidding. The items up for auction have not been authenticated or appraised unless otherwise noted in description. We are not experts and do not claim to be. Auctions are in used condition and were donations to Goodwill Industries. ALL Returns must be authorized by seller.       Note: Goodwill of Central & Southern Indiana, Inc. states that this item has been posted in accordance with shopgoodwill.com's policy prohibiting the sale of counterfeit items. If you have any questions or concerns about the authenticity of this item please contact seller directly prior to bidding. View other items for sale by this seller We will combine items that total 20 lbs or less and each individual item must be under 5lbs. Jewelry cannot be combined with non jewelry items. Please put in a ticket prior to paying and if the order meets the above criteria we will combine the order for you. Combining can not be reversed and payments will not be reversed to complete a combine order. We are happy to accommodate item pickups at our location. Our business hours are 8:00 AM through 6:00 PM Monday through Friday (except Holidays). Items selected for pickup, must be picked up within 14 days of the close of auction. Items not picked up within 14 days from the close of auction will be resold with no further notice. SHIPPING INFORMATION: We ship FedEx only. We are unable to ship to APO or military addresses. Please allow 5 business days (Monday-Friday) for your purchase to be shipped out from our facility in Indianapolis. Thank you for shopping with Clickgoodwill, we very much appreciate your business. For shipments to Canada- Your order will be shipped under FedEx Brokerage Program, where eligible shipments imported into Canada are subject to applicable duties and taxes as well as an average of $10.00 flat brokerage fee ($4.00 USD entry prep fee + $6.00 CAD bond fee on ground shipments; $10.00 CAD bond fee on air shipments) for shipments valued below $200.00 USD. Additional fees will apply on shipments over this value. Shipments valued at $200.00 CAD and above and/or being imported to Canada for commercial purposed and/or subject to specialized clearance may incur additional fees. Please, be aware that FedEx will request payment of these charges at the time of delivery. You have the ability to call FedEx to pay these charges, eliminating the need for payment on delivery.     Seller Contact Information: Goodwill of Central & Southern Indiana, Inc.   8460 Bearing Drive Suite #400   Indianapolis, IN, 46268   317-524-4352       Return Policy: Merchandise is sold As Is. Returns will only be accepted with prior authorization and under the terms stated in this Return Policy. If you have questions regarding the quality or authenticity of this item please contact Goodwill Industries of Central Indiana prior to placing your bid. We will do our best to answer your ticket within 24 hours. We currently do not work on weekends or holidays so the response time will be longer on some occasions. Items may only be returned within seven (7) days of receipt if the merchandise was damaged during shipping or if there was a major distortion in the description. Your satisfaction is vital to us and we make decisions based on your feedback. Please share your experience with us by contacting Goodwill Industries of Central Indiana or connecting to our Customer Satisfaction Survey at onlineshoppingsurvey.com In Order to better serve you! We are requesting that all Order Pick-up customers call to schedule a date and time for their order pick-up. Please allow two business days when scheduling your pick-up. 317-524-4352 to schedule and have your order number ready when you call.  Thank You for your continued business.
1	Test	test
695	Girl's Hollister Blue Jeans Size 3 Stretch	 Girl's Hollister Blue Jeans Size 3 Stretch Dimensions: Size 3 Stretch (99 Cotton 1 Elastane)Width:  Length:  Height:  Condition: Pre-Owned, No Visible Flaws Color: Blue Book Category  Items Are Sent By USPS Media Mail, Which Is Slower By About A  WeekShipping  InformationWe Ship With FedEx & USPS | Monday-Friday,  Excluding Holidays  ***FedEx Does Not Ship To P.O  Boxes***  All Shipments Have Tracking  Numbers  If You Would Like Insurance, Please e-mail Us Before Payment  Is Made  If Box Is Damaged During Shipment, That  Is Between You And The CarrierLocal Pick-Up Information Local Pick-Ups Must Be  Scheduled & Paid For  In Advance | Mon-Fri 10AM - 4PMDisclaimerAll Sales Final | Items  Sold As-Is | Items Are Not Professionally Authenticated, Serviced, or Tested  Unless Otherwise  Noted Goodwill SCC Is Committed To  Transforming Donations Into Job Training and Placement Services For Individuals  With Barriers To Employment
695	Girl's American Eagle Stretch Blue Jeans Size 2	 Girl's American Eagle Stretch Blue Jeans Size 2 Dimensions: Size 2 Stretch (76 Cotton 23 Rayon 1 Spandex)Width:  Length:  Height:   Condition: Pre-Owned, No Visible Flaws Color: Blue Book Category  Items Are Sent By USPS Media Mail, Which Is Slower By About A  WeekShipping  InformationWe Ship With FedEx & USPS | Monday-Friday,  Excluding Holidays  ***FedEx Does Not Ship To P.O  Boxes***  All Shipments Have Tracking  Numbers  If You Would Like Insurance, Please e-mail Us Before Payment  Is Made  If Box Is Damaged During Shipment, That  Is Between You And The CarrierLocal Pick-Up Information Local Pick-Ups Must Be  Scheduled & Paid For  In Advance | Mon-Fri 10AM - 4PMDisclaimerAll Sales Final | Items  Sold As-Is | Items Are Not Professionally Authenticated, Serviced, or Tested  Unless Otherwise  Noted Goodwill SCC Is Committed To  Transforming Donations Into Job Training and Placement Services For Individuals  With Barriers To Employment
696	Girl's American Eagle Stretch Blue Jeans Size 4	 Girl's American Eagle Stretch Blue Jeans Size 4 Dimensions: Size 4 Stretch (98 Cotton 2 Spandex)Width:  Length:  Height:  Condition: Pre-Owned, Some General Wear From Normal Use Color: Blue  Book Category  Items Are Sent By USPS Media Mail, Which Is Slower By About A  WeekShipping  InformationWe Ship With FedEx & USPS | Monday-Friday,  Excluding Holidays  ***FedEx Does Not Ship To P.O  Boxes***  All Shipments Have Tracking  Numbers  If You Would Like Insurance, Please e-mail Us Before Payment  Is Made  If Box Is Damaged During Shipment, That  Is Between You And The CarrierLocal Pick-Up Information Local Pick-Ups Must Be  Scheduled & Paid For  In Advance | Mon-Fri 10AM - 4PMDisclaimerAll Sales Final | Items  Sold As-Is | Items Are Not Professionally Authenticated, Serviced, or Tested  Unless Otherwise  Noted Goodwill SCC Is Committed To  Transforming Donations Into Job Training and Placement Services For Individuals  With Barriers To Employment
697	Women's Blue Jeans Size 5 Average	 Women's Unknown Brand Blue Jeans Size 5 Average  Dimensions: Size 5 Average (98 Cotton 2 Spandex)Width:  Length:  Height:  Condition: Pre-Owned, No Visible Flaws Color: Blue Book Category  Items Are Sent By USPS Media Mail, Which Is Slower By About A  WeekShipping  InformationWe Ship With FedEx & USPS | Monday-Friday,  Excluding Holidays  ***FedEx Does Not Ship To P.O  Boxes***  All Shipments Have Tracking  Numbers  If You Would Like Insurance, Please e-mail Us Before Payment  Is Made  If Box Is Damaged During Shipment, That  Is Between You And The CarrierLocal Pick-Up Information Local Pick-Ups Must Be  Scheduled & Paid For  In Advance | Mon-Fri 10AM - 4PMDisclaimerAll Sales Final | Items  Sold As-Is | Items Are Not Professionally Authenticated, Serviced, or Tested  Unless Otherwise  Noted Goodwill SCC Is Committed To  Transforming Donations Into Job Training and Placement Services For Individuals  With Barriers To Employment
1719	Women's easy Street Brown Leather Shoes Size 7W	 Women's easy Street Brown Leather Shoes Size 7W Dimensions: Size 7WWidth:  Length: 10  Height: 4  Condition: Pre-Owned, Some Visible Creases Color: Brown Book Category  Items Are Sent By USPS Media Mail, Which Is Slower By About A  WeekShipping  InformationWe Ship With FedEx & USPS | Monday-Friday,  Excluding Holidays  ***FedEx Does Not Ship To P.O  Boxes***  All Shipments Have Tracking  Numbers  If You Would Like Insurance, Please e-mail Us Before Payment  Is Made  If Box Is Damaged During Shipment, That  Is Between You And The CarrierLocal Pick-Up Information Local Pick-Ups Must Be  Scheduled & Paid For  In Advance | Mon-Fri 10AM - 4PMDisclaimerAll Sales Final | Items  Sold As-Is | Items Are Not Professionally Authenticated, Serviced, or Tested  Unless Otherwise  Noted Goodwill SCC Is Committed To  Transforming Donations Into Job Training and Placement Services For Individuals  With Barriers To Employment
804	Girls Black Patent Leather Tap Dance Shoes 7.5	 Little Girls Capozio Black Patent Leather Tap Dance Shoes 7.5 Dimensions: Size 7.5Width:  Length: 6.5  Height:  Condition: Pre-Owned, Visible Scuff Marks Color: Black Book Category  Items Are Sent By USPS Media Mail, Which Is Slower By About A  WeekShipping  InformationWe Ship With FedEx & USPS | Monday-Friday,  Excluding Holidays  ***FedEx Does Not Ship To P.O  Boxes***  All Shipments Have Tracking  Numbers  If You Would Like Insurance, Please e-mail Us Before Payment  Is Made  If Box Is Damaged During Shipment, That  Is Between You And The CarrierLocal Pick-Up Information Local Pick-Ups Must Be  Scheduled & Paid For  In Advance | Mon-Fri 10AM - 4PMDisclaimerAll Sales Final | Items  Sold As-Is | Items Are Not Professionally Authenticated, Serviced, or Tested  Unless Otherwise  Noted Goodwill SCC Is Committed To  Transforming Donations Into Job Training and Placement Services For Individuals  With Barriers To Employment
151	Kennith Cole Women's Dress Size L	Kennith Cole Women's Dress Size L  95 Rayon 5 Spandex   Dimensions:  Width:Length:Height:Condition:Like New With Tags See Pictures  Color:  Black  Store: Marysville
103	Women's Merona' Green Leather Purse	 Women's Merona' Green Leather Novelty Purse Dimensions: Width:  Length: 9.5  Height: 7  Condition: Pre-Owned, Like New Color: Green Book Category  Items Are Sent By USPS Media Mail, Which Is Slower By About A  WeekShipping  InformationWe Ship With FedEx & USPS | Monday-Friday,  Excluding Holidays  ***FedEx Does Not Ship To P.O  Boxes***  All Shipments Have Tracking  Numbers  If You Would Like Insurance, Please e-mail Us Before Payment  Is Made  If Box Is Damaged During Shipment, That  Is Between You And The CarrierLocal Pick-Up Information Local Pick-Ups Must Be  Scheduled & Paid For  In Advance | Mon-Fri 10AM - 4PMDisclaimerAll Sales Final | Items  Sold As-Is | Items Are Not Professionally Authenticated, Serviced, or Tested  Unless Otherwise  Noted Goodwill SCC Is Committed To  Transforming Donations Into Job Training and Placement Services For Individuals  With Barriers To Employment
